FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_creation_date,geometry
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46ed,Maritime,Zio,Zio 1,Gbatopé,KODJO,Nanave,1700,"MULTIPOLYGON (((1.2483050000000002 6.474608333333333, 1.2478583333333333 6.47454, 1.2477966666666667 6.474478333333334, 1.2483083333333334 6.4729399999999995, 1.2485 6.472825, 1.2486983333333332 6.472941666666666, 1.2491183333333336 6.473168333333333, 1.2489366666666666 6.473596666666666, 1.2485849999999998 6.473526666666667, 1.2485716666666666 6.473838333333333, 1.2487483333333333 6.4740866666666665, 1.2487199999999998 6.4740866666666665, 1.2483983333333333 6.474316666666666, 1.2483050000000002 6.474608333333333)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46ee,Plateaux,Ogou,Ogou 1,Houdou,BLAKPA,Forêt classée de Blakpa,1920,"MULTIPOLYGON (((1.19784479680152 7.627061146821548, 1.1991727309290883 7.627564302722393, 1.201003585228063 7.627074296443459, 1.2035029058516813 7.625757681135275, 1.2033408059485398 7.624761755502273, 1.2033525668622325 7.621941922173169, 1.2028641921510776 7.619451763674814, 1.201203083468319 7.619113114938364, 1.2012058523599822 7.618449625387297, 1.2015438861299907 7.617124027099335, 1.2028752565028635 7.6167978029532915, 1.2032105182458337 7.6161356921407215, 1.2035589053364115 7.6123220006534575, 1.2032485112614724 7.607012697601707, 1.2005982767210843 7.6046794544460505, 1.1990972433246125 7.605834351406585, 1.195771677147741 7.605986404748194, 1.1936056540537188 7.607138511269886, 1.1892833203942335 7.607120484283358, 1.1871249436333466 7.60644796991209, 1.1853123036489146 7.6026252879254415, 1.1838238031468864 7.60079444765763, 1.1799981805152842 7.601276041680791, 1.1765036372135937 7.60209073769472, 1.173508509330145 7.602741632219831, 1.1721778859237753 7.60290190147144, 1.173162697364874 7.605891760796226, 1.1736487900927928 7.608879520044445, 1.175639495664984 7.6098831399917035, 1.1788044187852182 7.608403588347184, 1.1829632897613263 7.60775754293963, 1.1846026925243593 7.613238246839021, 1.1854136772451795 7.618051986534921, 1.1883998559825233 7.619557356807155, 1.19304159315998 7.622728370545949, 1.19784479680152 7.627061146821548)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46ef,Plateaux,Ogou,Ogou 1,Djama,WETRIVI-KODJI,Forêt classée,Nsp,"MULTIPOLYGON (((1.1474996958179497 7.556769468619091, 1.147649735358689 7.5547917494695165, 1.146816347576051 7.550972813097326, 1.1459823645930824 7.54729518656467, 1.145441226567514 7.5413578268598735, 1.145450251571772 7.5392381992503985, 1.1444656521728205 7.537679602981177, 1.144471669326075 7.53626651847966, 1.1457484908591642 7.535706686087562, 1.146458302451555 7.535285759425117, 1.1474549192588201 7.53401817779583, 1.1480261268164311 7.532890104435238, 1.1490281305548011 7.530350736968236, 1.1490353261670423 7.5286550305915725, 1.1487611203475294 7.526534201009322, 1.1476343267608238 7.5251163257507345, 1.1457953490421129 7.524684615402733, 1.1445119543154543 7.526798849849648, 1.1423861699569995 7.527213775025932, 1.140688190784007 7.526923950902152, 1.139267385711952 7.528048404422863, 1.1371434063768526 7.528039377654638, 1.1350115759930495 7.529867341217786, 1.133587120603316 7.5318396158867085, 1.1324422189506207 7.534660935876826, 1.130031984307591 7.535357194794495, 1.1286080931753206 7.53718813567854, 1.1291666085500003 7.539027551473259, 1.129154469348331 7.541853695306609, 1.1281632530206316 7.5418494535038345, 1.126320600183047 7.542265490770339, 1.1271604884820283 7.544530042689006, 1.1270109805728195 7.5463664268046315, 1.1275700990099822 7.548064538134086, 1.1296965938336532 7.547508406538166, 1.1304021866402791 7.548076665382416, 1.1301080449012857 7.550618983289989, 1.1288299500799976 7.551461368193066, 1.130381535803359 7.552881111093281, 1.130665962893168 7.552599709121123, 1.132226057240388 7.552041144867817, 1.1334999046424838 7.552187901141872, 1.1353304826191863 7.554597994568266, 1.1377444615445524 7.553053884194881, 1.1397251429553061 7.553486258484206, 1.14184502188847 7.554484459929465, 1.145095364826307 7.556052702225697, 1.1474996958179497 7.556769468619091)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f0,Plateaux,Agou,Agou 1,Gadja,AVETONOU,Wouto,1939,"MULTIPOLYGON (((0.7957256582800537 6.792902781820706, 0.7976938185652039 6.793108561491839, 0.7990784251737836 6.791737066014173, 0.800272378238719 6.788986908101535, 0.802057024312231 6.78623942087921, 0.8054266722901071 6.781333987467494, 0.8064227583189189 6.778779727177156, 0.8076228449746469 6.774651756474342, 0.8100078406107915 6.769741802869133, 0.8118082899197608 6.763451389635333, 0.8159855234556075 6.754022349587197, 0.8181707438756753 6.749701887656545, 0.8166106123161864 6.746348798379934, 0.8156385144866111 6.743588832119778, 0.810126541448295 6.743367291880511, 0.8004790952244021 6.743323891564701, 0.7928005610613795 6.743289212371918, 0.7874864628008859 6.742871489410405, 0.7855292418951976 6.740303876640199, 0.7851613833616629 6.734594264972128, 0.7842126942639894 6.726716941491995, 0.781275618263457 6.723160771750492, 0.7810698109150774 6.725128090068359, 0.7806546071905185 6.729850008422151, 0.7790724255749559 6.731417421177396, 0.7780566794102679 6.7383016683357075, 0.7784325128823777 6.742239872823393, 0.780189222058772 6.745593891509342, 0.7817293400391196 6.75327707704986, 0.7826985345393134 6.756627517148576, 0.7840624133299257 6.759782931152073, 0.7860089115904869 6.764712428402409, 0.7859945618493586 6.767861571296903, 0.786184279067595 6.769437039492594, 0.7857860026300902 6.770419352453235, 0.7847979361133622 6.771202150576013, 0.7838008802216623 6.773953156459882, 0.7833953994971615 6.776510032574897, 0.7831751098772827 6.7816264783308515, 0.7837415027707875 6.786943343664557, 0.7868892313430704 6.7875482003434495, 0.7908227897799209 6.788550273353626, 0.7918001246290525 6.790129336053418, 0.7957256582800537 6.792902781820706)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f1,Plateaux,Haho,Haho 2,Djemegni,KPOVE,Djemegni,1941,"MULTIPOLYGON (((1.285625594795531 6.963224605541613, 1.286057216739684 6.963226170279072, 1.2860595652811528 6.962579245105021, 1.2869321954915767 6.959994671051908, 1.2873708510674768 6.958055456701465, 1.2854379622311178 6.9554607223621465, 1.2830695655162498 6.9539426276658025, 1.2809185591567918 6.951994025731465, 1.2789794517545394 6.951124407455791, 1.2768151197784632 6.952841687317044, 1.2759401016639917 6.956073155024897, 1.2750650665251975 6.959304617747393, 1.2791654221651627 6.959319550050562, 1.2823962777217215 6.96105644431043, 1.285625594795531 6.963224605541613)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f2,Plateaux,Haho,Haho 1,Atchavé,NOTSE,Nuatja Sud,2005,"MULTIPOLYGON (((1.1535349015092216 6.912269907125361, 1.1712175289663673 6.915141353458779, 1.179414544792595 6.915819671500018, 1.1790019833652123 6.910858538569652, 1.1805305449901726 6.9061204529774525, 1.179696298652068 6.898570113215327, 1.1782065154761785 6.893173605963251, 1.1791098913479778 6.8826110327639665, 1.1793502983712771 6.876142954047726, 1.179403614782324 6.8621269974146575, 1.1804913848623626 6.8597591574554695, 1.1679753560649326 6.860358427615983, 1.1668867043540163 6.862941851042565, 1.165341737129594 6.871992469824379, 1.1633651486839596 6.881041408249617, 1.1622581378409733 6.888368613356859, 1.1611660299974984 6.891814506588592, 1.1605154123187669 6.892674524523475, 1.1564175649547563 6.892227462052026, 1.1553120495432327 6.8991233587559035, 1.1548554562107216 6.905590495103248, 1.153327500633565 6.9101128048348075, 1.1531041945427771 6.9120526072003505, 1.1535349015092216 6.912269907125361)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f3,Plateaux,Haho,Haho 4,Wahala,WAHALA,Wahala-agbatitoe,1950,"MULTIPOLYGON (((1.1751155889924698 7.143612584504906, 1.1767368286759927 7.150200682265171, 1.1771258191412992 7.155961195376936, 1.1758739393135267 7.160069785615154, 1.1729746203636884 7.164171823389678, 1.1704887413293745 7.1678641217936985, 1.1737852197734706 7.167465878022947, 1.174600740220157 7.169525889941807, 1.1770620666345482 7.17200379122842, 1.1799450878863924 7.172015223872067, 1.1807802393953792 7.169139041645531, 1.1824260415252794 7.169556910616338, 1.1849037116132342 7.167921277695335, 1.186556025174521 7.16669372888185, 1.1865592786213357 7.165871027398868, 1.1886169375619726 7.166290497159244, 1.1910848379382533 7.167122931353817, 1.1935689537852436 7.163841831029408, 1.1948158521697503 7.160967214200262, 1.1956476460057996 7.15891368109303, 1.1977133683673316 7.15727633741593, 1.2006011659868407 7.156053555062648, 1.2014280899396423 7.155234065404352, 1.2014345326804012 7.153588648035872, 1.1973160485242982 7.153572544029413, 1.194016416252015 7.154793692320865, 1.1911383401520623 7.153548319046498, 1.1886705064519938 7.1527159029612895, 1.1853789970676072 7.151880231536684, 1.1837332489499646 7.151462388117236, 1.1812670767619289 7.1502185886423915, 1.1751155889924698 7.143612584504906)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f4,Plateaux,Haho,Haho 1,Dalia,AMAKPAPE,Amakpape,1952,"MULTIPOLYGON (((1.2030313760955296 6.832673947703342, 1.2045624829974624 6.827073109261893, 1.2231074599768004 6.829513847119097, 1.2259073557160598 6.830817996341397, 1.224807949465894 6.836420554557963, 1.2461559682328567 6.839517775370201, 1.2584498756586766 6.840640637472771, 1.2672926323539957 6.841535137724917, 1.2739204433542608 6.798214440670438, 1.2792266416970686 6.76200492089722, 1.2790132114899493 6.761357229861969, 1.2604706970089428 6.758703586179756, 1.243870755448694 6.755840652635933, 1.235464227875981 6.754085145035784, 1.2322387413551403 6.751270128672832, 1.2316049193704464 6.747601945878162, 1.2324818245938702 6.743723599098844, 1.2407183230504437 6.73275565922926, 1.239427219068683 6.731888444725176, 1.2368388003256967 6.731879114083397, 1.2327303339328965 6.734667601885987, 1.2307858899292676 6.735523125295664, 1.2236457490298245 6.741535116239678, 1.213487930635809 6.746888995169001, 1.2076400951193096 6.753336661873003, 1.2039555668049016 6.75806710748273, 1.1998523109892831 6.7593457731805096, 1.1976792370421905 6.763650456812687, 1.1929183709671216 6.767729873029818, 1.1875078734484243 6.7724537031547465, 1.1859914331932482 6.774173122024158, 1.1827347254983982 6.779767442379745, 1.1796928395330355 6.785578160238477, 1.1779354513339377 6.793981274362156, 1.1779127095883497 6.800018930342827, 1.1783230281027084 6.80562694936795, 1.1772240454401184 6.8110136443254286, 1.1757049744299588 6.813379876986528, 1.1756911126882386 6.817045589373777, 1.1765360992902318 6.821792714060151, 1.1780315626293252 6.825679765902251, 1.1793129359467998 6.829134742957906, 1.1803875502542753 6.8302169699043676, 1.1911688331275947 6.831767007386244, 1.1972055366010177 6.83286781403577, 1.2021676015909133 6.8328863606701065, 1.2030305708217466 6.83288958096035, 1.2030313760955296 6.832673947703342)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f5,Plateaux,Haho,Haho 2,Asrama,ASRAMA,Asrama,1941,"MULTIPOLYGON (((1.4018877894805195 7.000281966732858, 1.4042047004200136 6.999223071921112, 1.4070135536263293 6.998369962436957, 1.4093958303060234 6.996005790679668, 1.412211217325681 6.993211746686675, 1.414595622928464 6.990200569824448, 1.41655485523936 6.9852470217580045, 1.4169966793333495 6.982229290212038, 1.4189464268899556 6.980079246195658, 1.4211083746402995 6.979008193576579, 1.423487590198613 6.9775065368255405, 1.4256531214676966 6.9753571743768745, 1.429118648905085 6.9717025070031, 1.4323675762621426 6.968262743222991, 1.434320772937212 6.965034316901887, 1.4334624712212152 6.9635218529846945, 1.429797716443641 6.962215739075305, 1.4259229118126482 6.959183627395816, 1.4220438390349612 6.957445434275884, 1.4183762920912415 6.9570018740464965, 1.4151411256408677 6.956344076623271, 1.4106095951155968 6.956113223725187, 1.407156456234483 6.956101615936073, 1.4037055083780587 6.955443018976946, 1.4013314861416393 6.95543500747418, 1.3983107381350492 6.955209139712961, 1.3957187080082842 6.955847331563279, 1.3937697348092226 6.9577816268975585, 1.3874932845497028 6.962936011327015, 1.3784021005931215 6.970668481981347, 1.3785726551013051 6.983823982696777, 1.3785258089273758 6.997410038149529, 1.3778686162903138 7.000211276474782, 1.3789455735769813 7.000861951562129, 1.3806678195850515 7.002161810117997, 1.3821757222715647 7.003029617984009, 1.3823871027481753 7.004324272340592, 1.3838920449282326 7.006054685372221, 1.3864776935408942 7.007357498198073, 1.3888549225763902 7.006503033712921, 1.392528675348799 7.0052216797229425, 1.3951202555076851 7.004799223049423, 1.399009829773039 7.003518548033884, 1.4018877894805195 7.000281966732858), (1.4022599364661366 6.999863441313978, 1.4018877894805195 7.000281966732858, 1.4013943721763766 7.000507470323016, 1.4022599364661366 6.999863441313978)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f6,Plateaux,Haho,Haho 2,Asrama,TETETOU,Tetetou Nord,1941,"MULTIPOLYGON (((1.4709821353907844 7.057590936226438, 1.4739097292061298 7.058918589559981, 1.4765503782882636 7.058341409202966, 1.4802200644635857 7.05688884869624, 1.4822733632582596 7.05660262466686, 1.4857959545828268 7.055295988362212, 1.4890253397175695 7.053988372471688, 1.4918182414467804 7.051654146455321, 1.4954892661849155 7.049762087447251, 1.4985776593612439 7.046696489888513, 1.4999106594052325 7.042453602131995, 1.5009626628992394 7.03440199589927, 1.499797932109449 7.031908545032991, 1.4992303734218262 7.026048562105188, 1.4995390426452946 7.021216562822834, 1.4991133646140107 7.016821575954897, 1.498825825919485 7.015063206376651, 1.4970710443708397 7.013739505236049, 1.4772899657203693 7.011332527331897, 1.4769782418177593 7.017043173268508, 1.4762195880014113 7.024949153470928, 1.4734282504134024 7.026843953789332, 1.4663930913955066 7.026528082023817, 1.4549541344038759 7.028101476166721, 1.4480646423419892 7.028078709254256, 1.4493683631942582 7.03276945059707, 1.4516889903493089 7.040246125721868, 1.4550615037681056 7.039964373674563, 1.46047032668089 7.044522200397835, 1.4650078981341443 7.0465874450707116, 1.4669082958202955 7.0482046530966915, 1.4683612298864346 7.052163620446612, 1.4698170684783927 7.055243885309431, 1.4709821353907844 7.057590936226438)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f7,Plateaux,Haho,Haho 1,Hahomégbé,HAHO BALOE,Haho-baloe,1947,"MULTIPOLYGON (((0.9873648485490448 6.994300935048658, 0.9848770461242206 6.995919115550456, 0.9840222793169988 6.998789114383204, 0.9839637750037823 7.004135805371142, 0.9856058489842159 7.0045650752899675, 0.9884918568286738 7.004185252056121, 0.9921966610298644 7.0042256761675885, 0.999610783678149 7.003895149347697, 0.9995793698105991 7.006774164590259, 1.0024474621724622 7.00803941053754, 1.0065550168423252 7.008906791307232, 1.0090338986632272 7.008111075743961, 1.0127163955608427 7.0102078030531985, 1.0156024647484814 7.009827816870938, 1.01848853416257 7.009447811620355, 1.0230435727830298 7.007029177760691, 1.0263546808232944 7.005419696873646, 1.0288469236568023 7.003389975811174, 1.0321981144268229 6.998078773967292, 1.0322426823280895 6.993965809711675, 1.033938266470417 6.9894593503576585, 1.0347971728837482 6.986177871541153, 1.034828334488325 6.983298790451884, 1.0352933758482121 6.97836766801323, 1.0353289693399785 6.975077287395294, 1.035377899066401 6.970553013111609, 1.0387198044564223 6.966064269171241, 1.0395741496859736 6.963194056280816, 1.0400168606473053 6.9603194013160845, 1.0408844963501362 6.956215282219169, 1.0413493699981275 6.951284123337975, 1.043031303264267 6.9480114566380795, 1.0471872833163014 6.944354047092668, 1.050103959063452 6.941094614348847, 1.0517813594046734 6.93823319067802, 1.052639957944077 6.934951612114398, 1.0547377537392006 6.9312719798247935, 1.054768696924497 6.928392856218877, 1.051493628117628 6.926712298940423, 1.046957257481833 6.927486267369214, 1.0399069988920546 6.932346612661689, 1.03575555037758 6.935592675423412, 1.033635395216247 6.941328665695531, 1.0298776423781182 6.9462242678947215, 1.027403568747817 6.946608900681388, 1.0241018355719707 6.947395919371087, 1.02039294849762 6.947767166232318, 1.0175250982404782 6.9465021167309144, 1.0146438895176977 6.946470932831351, 1.010952873566993 6.945196937807458, 1.0077091965253475 6.94063705187167, 1.0019021963685746 6.944687464787343, 0.9957014141172265 6.947088152640318, 0.9964977535954318 6.9495648263166405, 0.9960503407062317 6.95285065764001, 0.992708244110485 6.9573390137542725, 0.993500087047418 6.960226979099751, 0.9951196359909125 6.962712613053875, 0.9950703431088415 6.967236775524721, 0.9933835351858513 6.970920442609663, 0.9904797865366276 6.9729455004659355, 0.9892090239345778 6.976222334294077, 0.9904034872139106 6.979937363724273, 0.9920006115297897 6.9844794528007, 0.9915306134680283 6.989821687505601, 0.9873648485490448 6.994300935048658)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f8,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,ASSIME,Forêt classée d'assime,1953,"MULTIPOLYGON (((0.7366234837999721 7.185921529189574, 0.7371988284361192 7.184225675948579, 0.7350959442442326 7.1795438906643225, 0.732847855946042 7.17556917835887, 0.7296126023572047 7.170598687394425, 0.7272256687584694 7.166057060673541, 0.723566750838788 7.160801357929453, 0.7192021014142657 7.154975929487612, 0.7165255455246774 7.151706871658764, 0.7147000543767532 7.148300476116328, 0.7131559120685361 7.145320144418723, 0.7085003219730964 7.1410503639527665, 0.7090756507592514 7.139354557944615, 0.7097926906398452 7.137659453192926, 0.7057082891110581 7.132543180048085, 0.7031750587139516 7.128991714886237, 0.7004966211081436 7.12614729819352, 0.6979521557706391 7.124860641165277, 0.6972400617346161 7.125564865494248, 0.695670617019444 7.127680355007661, 0.6927017390833067 7.126250000298792, 0.6903018558024369 7.124397814989592, 0.68929285360867 7.127790056455619, 0.6936653895102084 7.131916967421591, 0.6973435834853546 7.133209312175003, 0.7005959538816012 7.1346410675895315, 0.6995940470261117 7.1366178380467895, 0.6953354938536762 7.138012130144042, 0.6967399009227639 7.140567118219174, 0.7001269531191967 7.143415109815971, 0.7030853563149803 7.146968726908767, 0.7073037477701284 7.153642825127287, 0.7120799640686267 7.162159918267805, 0.715429867742554 7.172510147962827, 0.7223259793882856 7.182311798246726, 0.7288210661664253 7.187298506250552, 0.7353394576327235 7.187613878723883, 0.7366234837999721 7.185921529189574)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46f9,Plateaux,Ogou,Ogou 1,Djama,Campement,Forêt classée Kanaville,Nsp,"MULTIPOLYGON (((1.1681351753086113 7.530764235566852, 1.17253790126496 7.530562988940378, 1.1716741086435654 7.526605842126754, 1.1675044232873084 7.5237330939946965, 1.16551072245519 7.526799721299283, 1.1644010437405987 7.528991477119363, 1.1681351753086113 7.530764235566852)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46fa,Plateaux,Anié,Anié 2,Adogbénou,KPATALA,Forêt Kadjotse de Kpatala,2021,"MULTIPOLYGON (((1.5408816666666667 7.7824383333333325, 1.5424733333333331 7.783195000000001, 1.5445674510864367 7.779579569409278, 1.542851504316885 7.778624307743471, 1.5408816666666667 7.7824383333333325)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46fb,Plateaux,Anié,Anié 2,Atchinédji,TCHAMIN,Forêt Tchamin,2019,"MULTIPOLYGON (((1.386325 7.653858333333333, 1.3863766666666666 7.653883333333333, 1.38642 7.654158333333333, 1.3864666666666667 7.654271666666666, 1.38656 7.654415, 1.3865066666666666 7.654455, 1.3863383333333335 7.654478333333333, 1.38611 7.654456666666666, 1.3859533333333334 7.654416666666666, 1.385915 7.654168333333333, 1.3858666666666668 7.653891666666667, 1.3858466666666667 7.653688333333334, 1.3858833333333334 7.653473333333333, 1.3860133333333333 7.653436666666666, 1.38613 7.653485000000001, 1.3862316666666668 7.653498333333332, 1.3862866666666667 7.653528333333332, 1.3862983333333332 7.6535649999999995, 1.386325 7.653858333333333)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46fc,Plateaux,Kloto,Kloto 3,Agomé-Yoh,KOUMA KONDA,Missahohe,1953,"MULTIPOLYGON (((0.559454292336461 6.888859608853236, 0.5583490347353686 6.891983048949626, 0.5581517900713893 6.893314271988297, 0.5582776154875376 6.894640384718858, 0.5578403404771725 6.895864205760463, 0.5592817830267486 6.89925152918542, 0.5621677637617825 6.9054297363386015, 0.561251032004157 6.909633416956303, 0.5625700813321131 6.911031915953367, 0.5625979712345565 6.912059299859015, 0.56176281681797 6.913281084471812, 0.561887448652302 6.914839152045821, 0.5618791195317495 6.916462812019143, 0.5653495327846374 6.918601343374092, 0.5652867206805244 6.91889529532162, 0.5661962013184793 6.918810879583476, 0.5651743895208191 6.919945752969445, 0.5654229217026846 6.920142980706244, 0.5650762276439324 6.921708847387639, 0.564500100095573 6.92282818481944, 0.5634971033975386 6.923767191491907, 0.5609114242208968 6.926256264646842, 0.55869736512996 6.928169265038704, 0.5578928515485073 6.930091511907031, 0.5527524552737832 6.931346966652212, 0.548681748038071 6.929911968359204, 0.5491356141391561 6.930662898464509, 0.5492080913441891 6.932742682011887, 0.5482848739741563 6.934235088142293, 0.5479090698861149 6.934482675409148, 0.546336402664278 6.932811022696408, 0.5458728534455554 6.933931504583342, 0.5446993023349084 6.935547368538068, 0.5498212205677824 6.9454275816485005, 0.5652230580340933 6.951897490240871, 0.581933829597534 6.961238480101279, 0.5852356781382609 6.9610909129686975, 0.5892690111775194 6.958936935850131, 0.5943867134996323 6.957766633266698, 0.5960836847239755 6.956436742580715, 0.5975297417956957 6.954276961315117, 0.5956099199924316 6.949263704262328, 0.5923093366025769 6.946123734235933, 0.5916644764249196 6.9412444400279805, 0.595153579641413 6.932370566321883, 0.5966482075428843 6.926896578210106, 0.592122369023164 6.920149212734131, 0.592122369023164 6.920149212734131, 0.5863961097342044 6.911196778703448, 0.5799712994385838 6.895420798113682, 0.5714455528759587 6.8903799157540595, 0.559454292336461 6.888859608853236)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46fd,Plateaux,Haho,Haho 3,Kpédomé,AZAKPE,Azakpeve,1878,"MULTIPOLYGON (((1.2419583333333333 7.0580050000000005, 1.2430883333333334 7.057273333333334, 1.2432766666666666 7.05777, 1.2434016666666667 7.058800000000001, 1.24324 7.0595766666666675, 1.24283 7.060361666666667, 1.2422383333333333 7.0605, 1.24206 7.05985, 1.2419349999999998 7.0589183333333345, 1.2418433333333332 7.058168333333333, 1.2419583333333333 7.0580050000000005)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46fe,Plateaux,Kloto,Kloto 2,Lavié,HUIME,Forêt de Huime,2018,"MULTIPOLYGON (((0.6780884424443779 7.017540804489727, 0.6784400564887879 7.018352779314632, 0.6789208034763901 7.018898610066906, 0.6791215390374151 7.01904049831241, 0.6795644943650373 7.019082945850733, 0.6798487958634217 7.018621412029071, 0.6800724671651878 7.018199833661605, 0.6803349292588956 7.01808036465165, 0.6808583580465966 7.018143336541882, 0.681781865140921 7.018771865827732, 0.6821224103521752 7.019155978605723, 0.6823292988830267 7.019767360697731, 0.6824939604869564 7.019850645498858, 0.6828586651942152 7.019539057849409, 0.6830405684645118 7.019473979784015, 0.6841281530822725 7.019858718985625, 0.6850342444334268 7.020226066012885, 0.685922281487213 7.020906713198013, 0.6866446797488558 7.0217020019438126, 0.6881290887600321 7.022148169349544, 0.6899440158142995 7.022945386709133, 0.6915837502669953 7.023719839714248, 0.69232470856176 7.0245555530095585, 0.6923606512373949 7.026154169484841, 0.6911659338920272 7.027107183445344, 0.6885777118522864 7.029296486655348, 0.6868953569384232 7.029586765138327, 0.6851425463507729 7.029018257938802, 0.6834698088154174 7.027367773654066, 0.682234399919272 7.027921507690805, 0.6802558252406757 7.02768777540829, 0.6778382907011671 7.025585715127332, 0.674629337646244 7.024897990056183, 0.6723846829256932 7.025595978092636, 0.6682072027718619 7.024380882673663, 0.6653862913227819 7.025310894208226, 0.6636035673228674 7.02637834197369, 0.6589181008177537 7.026301135818337, 0.6571332088439276 7.027799073386441, 0.6570053066755839 7.027811440685055, 0.6557157324013397 7.0266075288442655, 0.6541029221147772 7.0252725424140765, 0.6539461693791152 7.024236118113297, 0.6542088517288651 7.023525430749966, 0.6549876491608353 7.023238054186313, 0.6552832045004734 7.022430438644772, 0.6541204447233593 7.021777346270314, 0.6529562283885112 7.021415518200192, 0.6529920248802497 7.02073605935027, 0.6555224089170311 7.019939624487167, 0.6586357878783471 7.0191460840821644, 0.6603735754838234 7.018389567353746, 0.6612015068096209 7.018301826053884, 0.6616988161545198 7.018138938579163, 0.6620859790868069 7.017938753226381, 0.6621621003530477 7.017424657250798, 0.6625313327600135 7.017132511277583, 0.6631387868995359 7.017006918783786, 0.6637079980393532 7.0171751211971, 0.6644444451984215 7.016995046872346, 0.6650354346527843 7.01648351239683, 0.6656066611700805 7.016247490904213, 0.666177429597205 7.016103337112163, 0.6663827209367938 7.015498010445182, 0.66715731445017 7.015042507565185, 0.6695398829141519 7.014631729063602, 0.6736302398186487 7.015215145358024, 0.6751429316741664 7.01522264255559, 0.6759122033318364 7.0154366593158946, 0.6766131874706273 7.015717595820154, 0.6769552296964104 7.015915147100782, 0.6771010215530947 7.016160691049854, 0.677262500078601 7.01653688447777, 0.677636482947048 7.016881487004319, 0.6779137568140688 7.016964466961257, 0.6780884424443779 7.017540804489727)))"
_mview_forets_zones_protegees.fid-7b1c8a4a_193e3fcb1e6_46ff,Plateaux,Kloto,Kloto 2,Lavié,KOULOPE,Forêt Koulope,Nsp,"MULTIPOLYGON (((0.6839975236256717 7.032352049918025, 0.6851765019690668 7.0294237982549195, 0.6835641785175975 7.027847610572611, 0.6822463551051008 7.0281446169231545, 0.6803225051480931 7.028135093104104, 0.6772455305063924 7.025843412739835, 0.6747665582756464 7.02547700581812, 0.6727893342054084 7.026023649096748, 0.6680863178163106 7.024937937098217, 0.6659564601583988 7.025635550971155, 0.6639250734260442 7.026890100014793, 0.65972304983612 7.026869127238978, 0.6580969164490015 7.028075081659281, 0.6595511663639646 7.030864621519427, 0.6594916730679136 7.032634859992852, 0.6587755404544122 7.034098293322783, 0.6600392007352177 7.034509307307124, 0.6621642938590921 7.034772862600976, 0.6630239520951715 7.034979503990265, 0.6639947310627974 7.033213809963065, 0.6654160940971886 7.032462097470565, 0.6674401866225051 7.0326745359536105, 0.6687005778411299 7.033743143223299, 0.6696594784139435 7.034354963807155, 0.6698032876049 7.035974466945635, 0.6709634453757265 7.036840224796875, 0.6717669396315493 7.038159490453405, 0.6726266136866016 7.038366117601577, 0.6747081742076506 7.03721296374363, 0.6768401032743558 7.036110634668643, 0.6780607156713251 7.035003771465649, 0.6788793125335297 7.0332878605356015, 0.6802517963461703 7.032181740552779, 0.6817182534566254 7.032543117751937, 0.6828318217794178 7.032599218938497, 0.6839975236256717 7.032352049918025)))"
